Timestamp,DHT_Temp(C),DHT_Hum(%),UV_Raw,Press(mBar),Press_Temp(C),Press_Alt(Ft),Probe_Temp(C),CO2(ppm),SCD_Temp(C),SCD_Hum(%)
2025-10-26T08:17:57,4.8,83.1,2,1010.65,5.64,71.06,3.5,549,4.13,63.42
2025-10-26T08:18:02,4.8,85.4,2,1010.63,5.67,71.6,3.5,552,4.18,64.93
2025-10-26T08:18:07,4.8,85.5,2,1010.68,5.69,70.23,3.5,543,4.08,66.21
2025-10-26T08:18:13,4.8,85.4,2,1010.5,5.7,75.16,3.5,539,4.02,67.35
2025-10-26T08:18:18,4.8,85.4,2,1010.6,5.75,72.43,3.5,541,3.9,68.41
2025-10-26T08:18:23,4.8,85.7,2,1010.51,5.8,74.89,3.5,531,3.92,69.38
2025-10-26T08:18:28,4.8,85.9,2,1010.6,5.84,72.43,3.5,519,3.96,70.2
2025-10-26T08:18:33,4.8,86.1,2,1010.58,5.87,72.97,3.5,429,4.02,70.97
2025-10-26T08:18:38,4.8,86.3,2,1010.52,5.89,74.61,3.5,433,4.01,71.66
2025-10-26T08:18:43,4.8,86.2,2,1010.56,5.92,73.52,3.5,439,3.99,72.3
2025-10-26T08:18:48,4.8,86.1,2,1010.66,5.95,70.78,3.5,560,3.87,73.53
2025-10-26T08:18:54,4.8,86.1,2,1010.66,5.95,70.78,3.5,503,3.83,74.02
2025-10-26T08:18:59,4.8,86.2,2,1010.64,5.98,71.33,3.5,501,3.85,74.52
2025-10-26T08:19:04,4.8,86.2,2,1010.68,6.01,70.23,3.5,502,3.9,74.88
2025-10-26T08:19:09,4.8,86.3,2,1010.66,6.04,70.78,3.5,502,3.93,75.17
2025-10-26T08:19:14,4.8,86.3,2,1010.6,6.06,72.43,4,502,3.96,75.37
2025-10-26T08:19:19,4.9,86.5,2,1010.64,6.07,71.33,4,503,4.02,75.56
2025-10-26T08:19:24,4.9,86.7,2,1010.69,6.1,69.97,4,504,4.02,75.71
2025-10-26T08:19:30,4.9,86.9,2,1010.74,6.12,68.6,4,505,4,75.86
2025-10-26T08:19:35,4.9,86.8,2,1010.62,6.12,71.88,4,517,3.92,76.07
2025-10-26T08:19:40,4.9,86.7,3,1010.72,6.15,69.14,4,517,4.14,76.2
2025-10-26T08:19:45,4.9,86.6,2,1010.65,6.17,71.06,4,516,4.26,76.14
2025-10-26T08:19:50,4.9,86.6,2,1010.65,6.17,71.06,4,516,4.28,76.12
2025-10-26T08:19:55,4.9,86.4,2,1010.65,6.17,71.06,4,515,4.08,76.28
2025-10-26T08:20:00,4.9,86.3,2,1010.7,6.18,69.69,4,513,4.07,76.39
2025-10-26T08:20:05,4.9,86,2,1010.68,6.23,70.23,4,510,4.12,76.4
2025-10-26T08:20:11,4.9,85.9,2,1010.72,6.24,69.14,4,506,4.18,76.33
2025-10-26T08:20:16,4.9,85.9,2,1010.61,6.24,72.15,4,493,4.2,76.25
2025-10-26T08:20:21,4.9,85.7,2,1010.72,6.24,69.14,4,494,4.13,76.22
2025-10-26T08:20:26,5,85.6,2,1010.77,6.26,67.77,4,494,4.07,76.22
2025-10-26T08:20:31,4.9,85.5,2,1010.75,6.3,68.32,4,494,4.1,76.18
2025-10-26T08:20:36,5,85.6,2,1010.75,6.3,68.32,4,491,4.16,76.13
2025-10-26T08:20:41,5,85.6,2,1010.73,6.34,68.87,4,492,4.23,76.02
2025-10-26T08:20:47,5,85.7,2,1010.66,6.35,70.78,4,493,4.25,75.89
2025-10-26T08:20:52,5,85.6,2,1010.75,6.39,68.32,4,451,4.28,75.79
2025-10-26T08:20:57,5,85.6,2,1010.71,6.37,69.42,4,449,4.29,75.68
2025-10-26T08:21:02,5,85.3,3,1010.71,6.37,69.42,4,431,4.14,75.63
2025-10-26T08:21:07,5,85.1,2,1010.75,6.39,68.32,4,426,4.08,75.73
2025-10-26T08:21:12,5,85,2,1010.75,6.39,68.32,4,427,4.07,75.66
2025-10-26T08:21:17,5,84.8,2,1010.64,6.39,71.33,4,429,4.07,75.64
2025-10-26T08:21:23,5,84.7,2,1010.62,6.43,71.88,4.5,432,4.11,75.55
2025-10-26T08:21:28,5,85,2,1010.78,6.44,67.5,4.5,431,4.28,75.43
2025-10-26T08:21:33,5.1,85.2,2,1010.67,6.44,70.51,4.5,433,4.35,75.25
2025-10-26T08:21:38,5.1,85.3,2,1010.65,6.49,71.06,4.5,434,4.43,75.12
2025-10-26T08:21:43,5.1,85.4,2,1010.69,6.5,69.97,4.5,449,4.45,74.95
2025-10-26T08:21:48,5.1,85.5,2,1010.74,6.52,68.6,4.5,472,4.48,74.84
2025-10-26T08:21:53,5.1,86.1,2,1010.67,6.54,70.51,4.5,510,4.55,74.74
2025-10-26T08:21:58,5.1,86.2,2,1010.72,6.55,69.14,4.5,537,4.54,74.72
2025-10-26T08:22:04,5.1,86.1,2,1010.77,6.57,67.77,4.5,560,4.5,74.69
2025-10-26T08:22:09,5.1,86,2,1010.77,6.57,67.77,4.5,564,4.52,74.65
2025-10-26T08:22:14,5.1,86.1,2,1010.65,6.57,71.06,4.5,535,4.51,74.58
2025-10-26T08:22:19,5.1,85.9,2,1010.65,6.57,71.06,4.5,550,4.49,74.52
2025-10-26T08:22:24,5.1,85.8,2,1010.75,6.61,68.32,4.5,557,4.53,74.46
2025-10-26T08:22:29,5.1,85.8,2,1010.75,6.61,68.32,4.5,564,4.6,74.36
2025-10-26T08:22:34,5.2,85.8,2,1010.73,6.65,68.87,4.5,567,4.59,74.25
2025-10-26T08:22:40,5.2,85.6,2,1010.77,6.66,67.77,4.5,570,4.6,74.16
2025-10-26T08:22:45,5.2,85.5,2,1010.71,6.69,69.42,4.5,571,4.63,74.05
2025-10-26T08:22:50,5.2,85.5,2,1010.64,6.71,71.33,4.5,572,4.84,73.98
2025-10-26T08:22:55,5.2,85.5,2,1010.85,6.74,65.58,4.5,574,4.98,73.8
2025-10-26T08:23:00,5.2,85.6,2,1010.78,6.76,67.5,4.5,574,5.04,73.6
2025-10-26T08:23:05,5.3,85.8,2,1010.82,6.78,66.4,4.5,573,5.15,73.5
2025-10-26T08:23:10,5.3,85.7,2,1010.71,6.78,69.42,4.5,570,5.15,73.29
2025-10-26T08:23:15,5.3,85.9,2,1010.82,6.78,66.4,4.5,569,5.11,73.18
2025-10-26T08:23:21,5.3,85.7,2,1010.82,6.78,66.4,4.5,568,4.98,73.17
2025-10-26T08:23:26,5.3,85.4,2,1010.73,6.74,68.87,4.5,565,4.83,73.15
2025-10-26T08:23:31,5.3,85,2,1010.73,6.74,68.87,4.5,562,4.76,73.11
2025-10-26T08:23:36,5.3,84.7,2,1010.78,6.76,67.5,4.5,558,4.68,73.1
2025-10-26T08:23:41,5.3,84.5,2,1010.78,6.76,67.5,4.5,552,4.63,73.09
2025-10-26T08:23:46,5.3,84.4,2,1010.66,6.76,70.78,4.5,546,4.66,73.04
2025-10-26T08:23:51,5.3,84.3,2,1010.76,6.8,68.05,4.5,544,4.78,72.95
2025-10-26T08:23:57,5.3,84.3,2,1010.69,6.82,69.97,4.5,539,4.91,72.85
2025-10-26T08:24:02,5.3,84.3,2,1010.74,6.83,68.6,4.5,539,4.96,72.7
2025-10-26T08:24:07,5.3,84.2,2,1010.69,6.82,69.97,4.5,535,4.95,72.53
2025-10-26T08:24:12,5.3,84.3,2,1010.69,6.82,69.97,4.5,529,4.83,72.45
2025-10-26T08:24:17,5.3,84.2,2,1010.69,6.82,69.97,4.5,523,4.76,72.51
2025-10-26T08:24:22,5.3,84,2,1010.69,6.82,69.97,4.5,515,4.68,72.5
2025-10-26T08:24:27,5.3,83.8,2,1010.6,6.78,72.43,4,508,4.6,72.53
2025-10-26T08:24:33,5.3,83.5,2,1010.76,6.8,68.05,4,495,4.51,72.52
2025-10-26T08:24:38,5.3,83.4,2,1010.81,6.82,66.68,4,491,4.5,72.51
2025-10-26T08:24:43,5.3,83.4,2,1010.81,6.82,66.68,4,487,4.55,72.5
2025-10-26T08:24:48,5.3,83.2,2,1010.74,6.83,68.6,4,484,4.53,72.37
2025-10-26T08:24:53,5.3,83.4,2,1010.74,6.83,68.6,4,482,4.54,72.33
2025-10-26T08:24:58,5.3,83.4,2,1010.78,6.85,67.5,4,481,4.61,72.3
2025-10-26T08:25:03,5.3,83.3,2,1010.67,6.85,70.51,4,487,4.6,72.22
2025-10-26T08:25:08,5.4,83.4,2,1010.71,6.86,69.42,4,482,4.61,72.16
2025-10-26T08:25:14,5.4,83.2,2,1010.88,6.89,64.77,4,476,4.63,72.09
2025-10-26T08:25:19,5.4,83.2,2,1010.71,6.86,69.42,4,445,4.52,72.1
2025-10-26T08:25:24,5.4,83.5,2,1010.76,6.89,68.05,4,445,4.47,72.1
2025-10-26T08:25:29,5.4,83.6,2,1010.71,6.86,69.42,4,446,4.43,72.17
2025-10-26T08:25:34,5.4,83.7,2,1010.78,6.85,67.5,4,446,4.36,72.18
2025-10-26T08:25:39,5.4,83.5,2,1010.81,6.82,66.68,4,446,4.21,72.29
2025-10-26T08:25:44,5.4,83.2,2,1010.74,6.83,68.6,4,446,4.13,72.51
2025-10-26T08:25:50,5.4,83.5,2,1010.78,6.85,67.5,4,447,4.18,72.58
2025-10-26T08:25:55,5.4,83.6,2,1010.67,6.85,70.51,4,459,4.26,72.54
2025-10-26T08:26:00,5.4,84,2,1010.71,6.86,69.42,4,472,4.25,72.55
2025-10-26T08:26:05,5.4,84.1,2,1010.71,6.86,69.42,4,484,4.21,72.62
2025-10-26T08:26:10,5.4,84.2,2,1010.78,6.85,67.5,4,485,4.22,72.69
2025-10-26T08:26:15,5.4,84.1,2,1010.71,6.86,69.42,4,489,4.24,72.79
2025-10-26T08:26:20,5.4,84,2,1010.83,6.86,66.14,4,491,4.24,72.82
2025-10-26T08:26:25,5.4,83.9,2,1010.71,6.86,69.42,4,493,4.24,72.89
2025-10-26T08:26:31,5.4,83.7,2,1010.76,6.89,68.05,4,493,4.25,72.82
2025-10-26T08:26:36,5.4,83.6,2,1010.71,6.86,69.42,4,494,4.26,72.8
2025-10-26T08:26:41,5.4,83.5,2,1010.65,6.89,71.06,4,494,4.26,72.75
2025-10-26T08:26:46,5.4,83.3,2,1010.65,6.89,71.06,4,494,4.3,72.68
2025-10-26T08:26:51,5.4,83.2,2,1010.65,6.89,71.06,4,492,4.21,72.6
2025-10-26T08:26:56,5.4,87.6,2,1010.67,6.94,70.51,4.5,551,4.27,72.58
2025-10-26T08:27:01,5.4,92.1,2,1010.65,6.98,71.06,4.5,683,4.36,72.68
2025-10-26T08:27:07,5.5,92.9,2,1010.59,7,72.7,4.5,837,4.4,72.82
2025-10-26T08:27:12,5.5,93.7,2,1010.75,7.02,68.32,4.5,894,4.41,73.08
2025-10-26T08:27:17,5.5,93.5,2,1010.59,7,72.7,4.5,994,4.33,73.42
2025-10-26T08:27:22,5.5,93.3,2,1010.75,7.02,68.32,4.5,1050,4.34,73.69
2025-10-26T08:27:27,5.5,93.1,2,1010.77,6.98,67.77,4.5,1083,4.36,73.99
2025-10-26T08:27:32,5.5,92.2,2,1010.84,6.96,65.86,4.5,1092,4.28,74.13
2025-10-26T08:27:37,5.5,91.9,2,1010.88,6.98,64.77,4.5,1090,4.27,74.35
2025-10-26T08:27:43,5.5,91.6,2,1010.81,7,66.68,4.5,1090,4.29,74.41
2025-10-26T08:27:48,5.5,91.3,2,1010.81,7,66.68,4.5,1091,4.33,74.41
2025-10-26T08:27:53,5.5,91,2,1010.86,7.02,65.31,4.5,1089,4.38,74.33
2025-10-26T08:27:58,5.5,90.7,2,1010.86,7.02,65.31,4.5,1065,4.4,74.23
2025-10-26T08:28:03,5.5,90.5,2,1010.75,7.02,68.32,4.5,1050,4.41,74.01
2025-10-26T08:28:08,5.5,90.1,2,1010.93,7,63.4,4.5,1037,4.35,73.93
2025-10-26T08:28:13,5.5,89.5,2,1010.77,6.98,67.77,4.5,1020,4.25,73.95
2025-10-26T08:28:18,5.6,88.9,2,1010.84,6.96,65.86,4.5,1016,4.2,73.92
2025-10-26T08:28:24,5.5,88.1,2,1010.81,6.91,66.68,4.5,991,4.08,73.95
2025-10-26T08:28:29,5.5,87.3,2,1010.83,6.86,66.14,4.5,929,4.03,74.06
2025-10-26T08:28:34,5.5,86.7,2,1010.74,6.83,68.6,4.5,913,4.01,73.99
2025-10-26T08:28:39,5.6,86.2,2,1010.9,6.85,64.22,4.5,861,3.93,73.91
2025-10-26T08:28:44,5.6,85.8,2,1010.74,6.83,68.6,4.5,838,3.86,73.92
2025-10-26T08:28:49,5.6,85.5,2,1010.67,6.85,70.51,4.5,822,3.83,73.92
2025-10-26T08:28:54,5.5,85.2,2,1010.67,6.85,70.51,4.5,802,3.83,73.87
2025-10-26T08:29:00,5.6,85.1,2,1010.74,6.83,68.6,4.5,787,3.79,73.83
2025-10-26T08:29:05,5.6,85.2,2,1010.74,6.83,68.6,4.5,779,3.78,73.85
2025-10-26T08:29:10,5.5,85,2,1010.78,6.85,67.5,4.5,727,3.78,73.81
2025-10-26T08:29:15,5.5,84.9,2,1010.83,6.86,66.14,4.5,717,3.86,73.8
2025-10-26T08:29:20,5.6,85,2,1010.76,6.89,68.05,4.5,708,3.86,73.71
2025-10-26T08:29:25,5.5,84.8,2,1010.76,6.89,68.05,4.5,701,3.88,73.66
2025-10-26T08:29:30,5.6,84.7,2,1010.7,6.91,69.69,4.5,688,3.9,73.59
2025-10-26T08:29:35,5.6,84.6,2,1010.7,6.91,69.69,4.5,680,3.93,73.53
2025-10-26T08:29:41,5.6,84.5,2,1010.74,6.92,68.6,4.5,668,3.94,73.49
2025-10-26T08:29:46,5.6,84.3,2,1010.79,6.94,67.23,4.5,655,3.97,73.42
2025-10-26T08:29:51,5.6,84.5,2,1010.67,6.94,70.51,4.5,645,4.03,73.31
2025-10-26T08:29:56,5.6,84.5,2,1010.65,6.98,71.06,4.5,649,4.08,73.18
2025-10-26T08:30:01,5.6,84.6,2,1010.81,7,66.68,4.5,629,4.17,73.14
2025-10-26T08:30:06,5.6,84.7,2,1010.86,7.02,65.31,4.5,617,4.27,72.99
2025-10-26T08:30:11,5.6,84.8,2,1010.68,7.03,70.23,4.5,614,4.31,72.86
2025-10-26T08:30:17,5.6,85.2,2,1010.7,7.09,69.69,4.5,586,4.41,72.78
2025-10-26T08:30:22,5.7,85.5,3,1010.87,7.11,65.04,5,554,4.51,72.66
2025-10-26T08:30:27,5.7,85.4,2,1010.68,7.13,70.23,5,550,4.53,72.66
2025-10-26T08:30:32,5.7,85.8,2,1010.73,7.14,68.87,5,550,4.57,72.64
2025-10-26T08:30:37,5.7,85.8,2,1010.73,7.14,68.87,5,549,4.58,72.65
2025-10-26T08:30:42,5.7,85.7,2,1010.71,7.19,69.42,5,529,4.63,72.6
2025-10-26T08:30:47,5.7,85.7,2,1010.71,7.19,69.42,5,530,4.68,72.54
2025-10-26T08:30:53,5.7,85.6,2,1010.8,7.22,66.95,5.5,483,4.74,72.49
2025-10-26T08:30:58,5.8,85.5,2,1010.73,7.24,68.87,5.5,484,4.89,72.39
2025-10-26T08:31:03,5.7,85.5,2,1010.78,7.25,67.5,5,485,5.06,72.34
2025-10-26T08:31:08,5.8,85.3,2,1010.78,7.25,67.5,5.5,486,5.08,72.3
2025-10-26T08:31:13,5.8,84.9,2,1010.83,7.27,66.14,5,486,5.07,72.26
2025-10-26T08:31:18,5.8,84.7,2,1010.81,7.31,66.68,5.5,491,5.1,72.24
2025-10-26T08:31:23,5.8,84.6,2,1010.74,7.33,68.6,5.5,491,5.18,72.14
2025-10-26T08:31:28,5.8,84.5,3,1010.83,7.36,66.14,5.5,490,5.31,71.88
2025-10-26T08:31:34,5.8,84.6,2,1010.76,7.39,68.05,5.5,491,5.31,71.77
2025-10-26T08:31:39,5.8,85,2,1010.65,7.39,71.06,5.5,491,5.36,71.65
2025-10-26T08:31:44,5.9,85,2,1010.76,7.39,68.05,5.5,491,5.3,71.58
2025-10-26T08:31:49,5.9,84.8,2,1010.88,7.39,64.77,5.5,492,5.2,71.53
2025-10-26T08:31:54,5.9,84.4,2,1010.76,7.39,68.05,5.5,491,5.13,71.54
2025-10-26T08:31:59,5.9,84.2,2,1010.83,7.36,66.14,5.5,491,5.13,71.52
2025-10-26T08:32:04,5.9,84.1,2,1010.72,7.36,69.14,5,492,5.05,71.5
2025-10-26T08:32:10,5.9,85,2,1010.83,7.36,66.14,5,493,5.06,71.51
2025-10-26T08:32:15,5.9,84.8,2,1010.72,7.36,69.14,5,496,5.02,71.49
2025-10-26T08:32:20,5.9,84.7,2,1010.83,7.36,66.14,5,500,5.02,71.55
2025-10-26T08:32:25,5.9,84.4,3,1010.83,7.36,66.14,5,501,5.01,71.53
2025-10-26T08:32:30,5.9,84.2,2,1010.83,7.36,66.14,5,502,5,71.48
2025-10-26T08:32:35,5.9,83.9,2,1010.83,7.36,66.14,5,502,4.99,71.47
2025-10-26T08:32:40,5.9,83.6,2,1010.83,7.36,66.14,5,503,5.04,71.34
2025-10-26T08:32:45,5.9,83.2,2,1010.78,7.34,67.5,5,503,4.99,71.33
2025-10-26T08:32:51,5.9,82.8,2,1010.78,7.34,67.5,5,502,4.99,71.22
2025-10-26T08:32:56,5.9,82.6,2,1010.83,7.36,66.14,5,502,5,71.2
2025-10-26T08:33:01,5.9,82.5,2,1010.83,7.36,66.14,5,501,5.03,71.1
2025-10-26T08:33:06,5.9,82.3,2,1010.78,7.34,67.5,5,500,5,71
2025-10-26T08:33:11,5.9,82.1,2,1010.9,7.34,64.22,5,499,4.96,70.93
2025-10-26T08:33:16,5.9,81.9,2,1010.74,7.33,68.6,5,497,4.93,70.91
2025-10-26T08:33:21,5.9,81.8,2,1010.74,7.33,68.6,5,493,4.92,70.82
2025-10-26T08:33:27,5.9,81.7,2,1010.85,7.33,65.58,5,490,4.92,70.83
2025-10-26T08:33:32,5.9,81.7,2,1010.81,7.31,66.68,5,489,4.89,70.82
2025-10-26T08:33:37,5.9,81.7,2,1010.85,7.33,65.58,4.5,486,4.88,70.8
2025-10-26T08:33:42,5.9,81.8,2,1010.74,7.33,68.6,4.5,482,4.89,70.76
2025-10-26T08:33:47,5.9,82,2,1010.78,7.34,67.5,4.5,480,4.91,70.66
2025-10-26T08:33:52,5.9,82.2,2,1010.76,7.39,68.05,4.5,466,4.97,70.58
2025-10-26T08:33:57,5.9,82.7,2,1010.81,7.4,66.68,4.5,464,5.04,70.63
2025-10-26T08:34:03,5.9,83.1,2,1010.79,7.44,67.23,4.5,463,5.06,70.7
2025-10-26T08:34:08,5.9,83.4,2,1010.83,7.45,66.14,4.5,462,5.09,70.73
2025-10-26T08:34:13,6,83.8,2,1010.83,7.45,66.14,4.5,461,5.08,70.86
2025-10-26T08:34:18,6,83.9,2,1010.88,7.47,64.77,4.5,459,5.06,70.96
2025-10-26T08:34:23,6,83.8,2,1010.88,7.47,64.77,4.5,458,5.06,71.05
2025-10-26T08:34:28,6,83.6,2,1010.88,7.47,64.77,4.5,452,5.1,71.09
2025-10-26T08:34:33,6,83.3,2,1010.93,7.5,63.4,4.5,452,5.08,71.08
2025-10-26T08:34:38,6,83.4,2,1010.84,7.55,65.86,4.5,453,5.14,71.12
2025-10-26T08:34:44,6.1,83.6,2,1010.88,7.56,64.77,4.5,453,5.21,71.03
2025-10-26T08:34:49,6.1,83.7,2,1010.88,7.56,64.77,4.5,454,5.31,71.01
2025-10-26T08:34:54,6.1,83.5,2,1010.93,7.58,63.4,4.5,454,5.33,70.91
2025-10-26T08:34:59,6.1,83.4,2,1010.7,7.58,69.69,4.5,455,5.33,70.78
2025-10-26T08:35:04,6.1,83.2,2,1010.98,7.61,62.03,4.5,455,5.32,70.75
2025-10-26T08:35:09,6.1,83.1,2,1010.86,7.61,65.31,4.5,455,5.3,70.71
2025-10-26T08:35:14,6.1,82.9,2,1010.75,7.61,68.32,4.5,456,5.3,70.64
2025-10-26T08:35:20,6.1,82.7,3,1010.91,7.62,63.94,4.5,457,5.34,70.6
2025-10-26T08:35:25,6.1,82.5,2,1010.91,7.62,63.94,5,463,5.35,70.55
2025-10-26T08:35:30,6.1,82.3,2,1010.84,7.64,65.86,5,463,5.38,70.47
2025-10-26T08:35:35,6.2,82.2,2,1010.84,7.64,65.86,4.5,462,5.39,70.44
2025-10-26T08:35:40,6.2,82,2,1010.84,7.64,65.86,5,462,5.39,70.37
2025-10-26T08:35:45,6.2,81.7,2,1010.89,7.66,64.49,5,461,5.32,70.3
2025-10-26T08:35:50,6.2,81.5,2,1010.84,7.64,65.86,5,460,5.33,70.28
2025-10-26T08:35:55,6.2,81.2,2,1010.96,7.64,62.58,4.5,459,5.29,70.26
2025-10-26T08:36:01,6.2,81.1,2,1010.84,7.64,65.86,4.5,455,5.26,70.26
2025-10-26T08:36:06,6.2,80.9,2,1010.89,7.66,64.49,4.5,452,5.17,70.19
2025-10-26T08:36:11,6.2,80.7,2,1010.77,7.66,67.77,4.5,449,5.15,70.16
2025-10-26T08:36:16,6.2,80.6,2,1010.89,7.66,64.49,4.5,448,5.14,70.13
2025-10-26T08:36:21,6.2,80.5,2,1010.93,7.67,63.4,4.5,443,5.09,70.11
2025-10-26T08:36:26,6.2,80.4,2,1010.93,7.67,63.4,4.5,442,5.1,70.12
2025-10-26T08:36:31,6.2,80.2,2,1010.89,7.66,64.49,4.5,441,5.05,70.06
2025-10-26T08:36:37,6.2,80.1,2,1010.89,7.66,64.49,4.5,437,5.03,70.08
2025-10-26T08:36:42,6.2,80,2,1010.89,7.66,64.49,4.5,436,5,70.06
2025-10-26T08:36:47,6.2,80,2,1010.93,7.67,63.4,4.5,435,4.97,70.07
2025-10-26T08:36:52,6.2,79.9,2,1010.82,7.67,66.4,4.5,432,5.02,70.05
2025-10-26T08:36:57,6.2,79.9,2,1010.87,7.69,65.04,4.5,431,5.04,69.99
2025-10-26T08:37:02,6.2,79.9,2,1010.98,7.69,62.03,4.5,429,5.13,69.93
2025-10-26T08:37:07,6.2,79.9,2,1010.98,7.69,62.03,4.5,426,5.18,69.9
2025-10-26T08:37:13,6.2,79.9,2,1010.91,7.71,63.94,4.5,425,5.23,69.83
2025-10-26T08:37:18,6.2,79.9,2,1010.91,7.71,63.94,4.5,424,5.31,69.75
2025-10-26T08:37:23,6.2,79.9,2,1010.96,7.73,62.58,4.5,428,5.36,69.74
2025-10-26T08:37:28,6.2,79.8,2,1010.96,7.73,62.58,4.5,427,5.38,69.62
2025-10-26T08:37:33,6.2,79.8,2,1010.84,7.73,65.86,4.5,425,5.42,69.63
2025-10-26T08:37:38,6.2,79.8,2,1010.84,7.73,65.86,4.5,427,5.46,69.58
2025-10-26T08:37:43,6.2,79.8,2,1010.96,7.73,62.58,4.5,426,5.45,69.54
2025-10-26T08:37:48,6.2,79.6,2,1011.01,7.75,61.21,4.5,424,5.47,69.47
2025-10-26T08:37:54,6.2,79.6,2,1010.89,7.75,64.49,4.5,423,5.49,69.42
2025-10-26T08:37:59,6.2,79.5,2,1010.94,7.76,63.12,4.5,422,5.53,69.37
2025-10-26T08:38:04,6.2,79.5,2,1010.94,7.76,63.12,4.5,422,5.56,69.3
2025-10-26T08:38:09,6.2,79.4,2,1010.87,7.78,65.04,4.5,422,5.61,69.27
2025-10-26T08:38:14,6.2,79.4,2,1011.03,7.81,60.66,4.5,421,5.64,69.19
2025-10-26T08:38:19,6.2,79.4,2,1010.92,7.81,63.67,4.5,421,5.63,69.14
2025-10-26T08:38:24,6.2,79.3,2,1010.8,7.81,66.95,5,420,5.72,69.03
2025-10-26T08:38:30,6.2,79.3,2,1010.85,7.82,65.58,5,419,5.73,68.98
2025-10-26T08:38:35,6.2,79.2,2,1010.85,7.82,65.58,5,418,5.74,68.94
2025-10-26T08:38:40,6.3,79.3,2,1010.78,7.84,67.5,5,418,5.74,68.92
2025-10-26T08:38:45,6.3,79.2,2,1010.94,7.86,63.12,5,417,5.77,68.85
2025-10-26T08:38:50,6.3,79.1,2,1010.99,7.87,61.76,5,417,5.78,68.79
2025-10-26T08:38:55,6.3,79.1,2,1010.87,7.87,65.04,5,415,5.79,68.72
2025-10-26T08:39:00,6.3,79,2,1010.92,7.89,63.67,5,415,5.79,68.73
2025-10-26T08:39:05,6.3,78.9,2,1010.92,7.89,63.67,5,415,5.81,68.63
2025-10-26T08:39:11,6.3,78.9,2,1010.85,7.92,65.58,5,406,5.81,68.55
2025-10-26T08:39:16,6.3,78.8,2,1010.85,7.92,65.58,5,403,5.84,68.51
2025-10-26T08:39:21,6.3,78.7,2,1010.9,7.93,64.22,5,392,5.87,68.47
2025-10-26T08:39:26,6.3,78.6,2,1010.9,7.93,64.22,5,392,5.84,68.4
2025-10-26T08:39:31,6.4,78.5,2,1010.94,7.95,63.12,5,393,5.84,68.38
2025-10-26T08:39:36,6.4,78.4,2,1010.83,7.95,66.14,5,394,5.86,68.21
2025-10-26T08:39:41,6.4,78.2,3,1010.87,7.97,65.04,5,447,5.87,68.18
2025-10-26T08:39:47,6.4,78.1,3,1010.87,7.97,65.04,5,446,5.85,68.12
2025-10-26T08:39:52,6.4,78,3,1011.03,7.98,60.66,5,444,5.84,68.04
2025-10-26T08:39:57,6.4,77.9,3,1010.92,7.98,63.67,5,442,5.87,68
2025-10-26T08:40:02,6.4,77.7,3,1010.92,7.98,63.67,5,439,5.88,67.94
2025-10-26T08:40:07,6.4,77.6,3,1010.85,8,65.58,5,434,5.89,67.93
2025-10-26T08:40:12,6.4,77.5,3,1011.01,8.03,61.21,5,432,5.91,67.82
2025-10-26T08:40:17,6.4,77.4,3,1010.9,8.03,64.22,5,425,5.91,67.76
2025-10-26T08:40:23,6.4,77.2,3,1010.94,8.04,63.12,5,423,5.94,67.7
2025-10-26T08:40:28,6.4,77.1,2,1010.83,8.04,66.14,5,421,5.92,67.67
2025-10-26T08:40:33,6.4,77,2,1010.94,8.04,63.12,5,417,5.94,67.61
2025-10-26T08:40:38,6.5,77,3,1010.88,8.06,64.77,5,416,5.94,67.61
2025-10-26T08:40:43,6.4,76.8,3,1010.88,8.06,64.77,5,415,5.96,67.47
2025-10-26T08:40:48,6.4,76.7,3,1010.92,8.08,63.67,5,415,5.99,67.46
2025-10-26T08:40:53,6.4,76.7,3,1010.92,8.08,63.67,5,414,6,67.39
2025-10-26T08:40:58,6.5,76.7,3,1010.97,8.09,62.31,5,414,6.01,67.37
2025-10-26T08:41:04,6.5,76.7,3,1010.74,8.09,68.6,5,413,6.01,67.32
2025-10-26T08:41:09,6.5,76.6,3,1010.79,8.11,67.23,5,413,6.02,67.25
2025-10-26T08:41:14,6.5,76.5,3,1010.95,8.14,62.85,5,412,6.02,67.2
2025-10-26T08:41:19,6.5,76.5,3,1010.95,8.14,62.85,5,411,6.05,67.17
2025-10-26T08:41:24,6.5,76.4,3,1010.95,8.14,62.85,5,411,6.04,67.17
2025-10-26T08:41:29,6.5,76.4,2,1010.88,8.15,64.77,5,408,6.05,67.09
2025-10-26T08:41:34,6.5,76.3,3,1010.99,8.15,61.76,5,408,6.06,67.09
2025-10-26T08:41:40,6.5,76.2,2,1010.81,8.17,66.68,5.5,408,6.09,67.05
2025-10-26T08:41:45,6.5,76.2,3,1010.92,8.17,63.67,5.5,408,6.09,66.97
2025-10-26T08:41:50,6.5,76.2,2,1010.86,8.18,65.31,5.5,408,6.1,66.96
2025-10-26T08:41:55,6.5,76.1,3,1010.86,8.18,65.31,5.5,408,6.12,66.83
2025-10-26T08:42:00,6.5,76,3,1010.9,8.2,64.22,5.5,408,6.12,66.84
2025-10-26T08:42:05,6.5,76,3,1010.9,8.2,64.22,5.5,407,6.14,66.79
2025-10-26T08:42:10,6.6,76,2,1010.95,8.22,62.85,5.5,407,6.15,66.78
2025-10-26T08:42:15,6.6,76,3,1010.83,8.22,66.14,5.5,408,6.16,66.76
